category,state,lat,long,city_pop,is_anomaly,anomaly_score,decision_score,raw_score,severity
-0.3745489640143019,-1.1046829035237555,-3.8226515822236933,-2.3373116628795816,0.2114029023099236,1,1.0,-0.13779306071573494,-0.6377930607157349,critique
1.7759714035319287,1.5243866138676867,0.8475516225003201,-0.13138884067376294,1.5611275923327008,1,0.792937280519342,-0.08933701784892123,-0.5893370178489212,moyen
1.7759714035319287,-1.2467947693286985,-2.470088869179294,0.6177846299064828,2.0881264565053788,1,0.7881070518729405,-0.08820666581387804,-0.588206665813878,moyen
1.7759714035319287,-1.3889066351336412,0.027577035758503458,0.9754690004673067,2.0881264565053788,1,0.778579328460694,-0.08597702362988224,-0.5859770236298822,moyen
-0.3745489640143019,1.1691069493553297,-2.3079117700319784,-0.8630732670744033,1.9988253145192825,1,0.750097079378994,-0.07931171426899053,-0.5793117142689905,moyen
0.7007112197588135,-1.6020744338410555,-0.3077207541724831,-1.717198450031133,2.0881264565053788,1,0.7423009594853549,-0.07748729546145006,-0.5774872954614501,moyen
-0.3745489640143019,1.4533306809652153,1.9359397016861315,-1.7321917801650155,-1.6243888012036118,1,0.7240192704809807,-0.07320908300342976,-0.5732090830034298,moyen
-1.449809147787417,-1.8152422325484698,-1.4814362415173539,0.027790311967888205,-0.08053571276220711,1,0.718242690536717,-0.07185726937852965,-0.5718572693785297,moyen
0.9695262657020922,-1.5310185009385842,0.15468165593716718,-1.1306329839530642,2.0881264565053788,1,0.7080557631771442,-0.06947336275325866,-0.5694733627532587,moyen
-1.1809941018441383,1.1691069493553297,-1.2371108781500302,-0.7098672625035878,2.0881264565053788,1,0.7003655611479574,-0.06767373044805491,-0.5676737304480549,moyen
1.7759714035319287,0.5296035532330869,0.3932193470051896,1.3809351186453662,2.0881264565053788,1,0.6849060162015167,-0.06405594558313554,-0.5640559455831355,faible
-0.9121790559008596,-1.6020744338410555,-1.0038921394415765,-1.6188372352165687,1.552325845467109,1,0.6755535845337484,-0.06186732451731081,-0.5618673245173108,faible
-0.3745489640143019,1.4533306809652153,2.0475765638536343,-1.6146712155427632,-1.3715059826467446,1,0.6624161384154237,-0.05879294853178019,-0.5587929485317802,faible
-0.3745489640143019,-1.2467947693286985,-2.592628564727523,0.4489849735167132,2.045886837877947,1,0.6551974134906032,-0.05710364953446112,-0.5571036495344611,faible
-1.449809147787417,-0.9625710377188128,0.6807484613391267,-1.4197885319687544,0.13838312794285668,1,0.6438322173443872,-0.05444400885635137,-0.5544440088563514,faible
0.7007112197588135,1.240162882257801,0.03250878468959664,-1.321608039130651,-1.8990517857006042,1,0.6277583696066605,-0.050682467150691135,-0.5506824671506911,faible
0.9695262657020922,-0.6072913732064557,-1.718730805788696,-0.3502375309161846,2.0881264565053788,1,0.6246264536002005,-0.049949547885238976,-0.549949547885239,faible
1.50715635758865,-0.32306764159657003,1.530007854750296,-0.03655983307826951,-1.4094104069127416,1,0.6173710191543077,-0.04825165826315092,-0.5482516582631509,faible
-0.9121790559008596,-1.8152422325484698,-0.8276942003579254,0.005033027849599977,1.8765767054738667,1,0.5836566793164764,-0.04036195459990466,-0.5403619545999047,faible
-0.9121790559008596,-1.2467947693286985,-2.466298351405808,0.6014698572888496,0.9815528422020937,1,0.5658994167132747,-0.03620646644609249,-0.5362064664460925,faible
1.7759714035319287,1.1691069493553297,-1.4027524290258002,-0.8345314451369066,-0.24391780671918128,1,0.5644173874730862,-0.035859647508465486,-0.5358596475084655,faible
-0.3745489640143019,-1.2467947693286985,-2.2520118224369687,0.35075781966787495,2.0881264565053788,1,0.5635210258965394,-0.03564988432614924,-0.5356498843261492,faible
0.7007112197588135,-1.6020744338410555,0.3844359429171654,-1.7812026952317892,-1.0926687198480478,1,0.5605140928734798,-0.03494621311083601,-0.534946213110836,faible
1.7759714035319287,-1.6731303667435269,-0.7304042441717872,-1.408612475458223,-0.6338508697324021,1,0.5581321567100411,-0.03438880132212252,-0.5343888013221225,faible
1.7759714035319287,-1.6020744338410555,0.5649338779696627,-1.7370178935321758,-0.7489511274623225,1,0.5495571067858476,-0.03238210022327692,-0.5323821002232769,faible
-1.449809147787417,1.3112188151602724,-0.3164430208770635,0.9427851097141037,1.0659811439647482,1,0.5490318767856948,-0.03225918786384219,-0.5322591878638422,faible
1.50715635758865,1.6664984796726297,0.8486724745301154,-1.2935851728490606,-0.2825507580358719,1,0.5449144872887967,-0.031295651779406186,-0.5312956517794062,faible
1.50715635758865,0.7427713519405011,0.8120308027197518,-1.7868928283608974,-1.20155316608645,1,0.5348863459291258,-0.02894890365971836,-0.5289489036597184,faible
0.9695262657020922,1.6664984796726297,0.8511994863791058,-1.3750223618181245,-0.8503898973404347,1,0.5348187703135584,-0.02893308986700427,-0.5289330898670043,faible
1.7759714035319287,-0.32306764159657003,1.5340633011853695,-0.1135038675489237,-0.49170267613827073,1,0.5288965209521838,-0.027547187230148706,-0.5275471872301487,faible
-0.9121790559008596,-0.39412357449904145,1.0632035530327266,1.9960474750120047,0.023199415864438546,1,0.5136540122303621,-0.02398019237045179,-0.5239801923704518,faible
