PC1,PC2,cluster
-0.3985211155463913,0.1521196020089565,5
2.8066975228244537,-1.0998724334908252,6
-0.11716666717518762,-0.8025342821181388,1
1.0761074506878625,-0.7767716170844206,1
1.4434567165240415,-0.0955065696554679,2
0.7963366786471332,1.4141870489962696,0
-0.48196876636414304,-0.7755949547146043,1
0.5856188744609799,1.4932574092270585,0
0.7897021623198889,0.3106569729899231,2
-0.6733328166853125,1.297227174280907,3
-0.4986171646911921,-0.48331087135096207,1
0.9885227924204707,0.6145018635689353,2
-3.2313038041912185,0.833135096898145,9
-0.10876987102049362,-2.0481247674963043,1
-0.4101467396384151,-1.6209478736973646,5
0.34266482745916893,0.7267763835364226,2
0.21633765654102413,-0.8142283845404001,5
-0.5526043787322422,-0.8663526264535018,8
0.9930854524651346,1.1358001479983364,0
-0.42353648793803383,2.037376279279209,4
-0.33948212916266546,1.871180531383856,4
-0.028706248801664537,-0.5982115586914812,1
-0.28638481890981826,1.9858613009867707,4
-0.29004800328195196,-0.9589280704835683,5
0.4503332583468824,0.6391080342824639,2
-0.578362532574643,0.5376236423359608,2
-0.2516983093517711,0.7554924607479692,4
1.801378198905389,-1.0990984869704215,6
-3.292787935104895,-2.040579468506491,7
0.45895249065053856,-1.1078236294972745,8
1.3275471786940576,-1.8133972824066797,6
0.10317725219200741,0.45904546827853726,0
1.036338075963989,-0.9568386900233374,8
-2.621849370909538,0.1261518990280033,9
-1.8570750981828026,0.6218409548703342,9
-0.10889381089953007,-0.34358370390805804,1
0.0030279911309048653,1.905440593562164,4
-1.4607200843185302,-0.2191464799239596,5
-0.22879939629084362,2.3321240870655386,4
0.5951778177625658,1.4730100782998155,0
0.35486447523694825,-1.0940351015329466,1
0.6972476641176283,1.0018906410714674,2
1.6717966323648465,-1.122092078336445,6
-0.4926820916954057,-0.8649833731660779,1
1.4264386276007541,0.5398712597234714,0
-2.0018514176165745,0.7653927001629081,3
-1.656798956156855,-0.22025051166637447,7
2.863368674220378,-1.31103313644986,6
0.2635177200878497,-1.4245059013224037,8
-0.6228285482298375,-0.3148504705324491,7
-1.1229520929439316,-1.0895858655517794,7
0.22272522356965155,-0.56255426632007,6
1.6486337038087748,-0.36415264881160553,1
-1.301634268470293,1.2342890100974497,3
-1.8626467115124195,-0.28775174565961187,7
0.18181954721296845,1.0408922760537567,2
1.5191324888611266,-0.7396881153015495,6
-0.331120863117255,0.8793600672466775,4
0.09764651854035535,-0.7046524910229596,1
1.6075166803772705,-1.6584225890452866,6
-1.4394947350172025,-0.9619627364635973,5
1.0016864367987628,-0.06343335317592932,1
-1.0486041128860835,1.5734885787127169,4
0.5937461469873367,1.6763344081430638,4
1.5628522356539656,-1.164123774711699,6
-2.242831932805873,-1.0764166752192865,9
1.536494572908433,-1.2489850259349558,8
-0.2504564579713584,-0.630158952713958,5
